Eye Movement,Emotion,Hand Gesture
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Left 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,Unknown Gesture
No Face Detected,happy,Thumbs Up 👍
No Face Detected,happy,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,sad,Thumbs Up 👍
No Face Detected,sad,Thumbs Up 👍
No Face Detected,fear,Thumbs Up 👍
No Face Detected,sad,Thumbs Up 👍
Looking Right 👀,sad,Thumbs Up 👍
No Face Detected,sad,Thumbs Up 👍
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,Thumbs Up 👍
No Face Detected,fear,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,Open Palm 🖐️
No Face Detected,fear,Open Palm 🖐️
Looking Up ⬆️,sad,Open Palm 🖐️
Looking Right 👀,fear,Open Palm 🖐️
Looking Right 👀,fear,Open Palm 🖐️
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Center 👀,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
